"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"KATNAL1",4.61002439373783e-06,0.272940579926658,0.654,0.328,0.0556383844080218,"2","KATNAL1"
"MTMR6",4.62123379182898e-06,0.281975490875634,0.568,0.277,0.0557736706335839,"2","MTMR6"
"MTX2",4.62223228508935e-06,0.254222632885056,0.543,0.262,0.0557857214487433,"2","MTX2"
"OGA1",4.84584331913411e-06,0.305472850425116,0.951,0.899,0.0584844830186296,"2","OGA"
"MYL6B",4.8584252488531e-06,0.320303988477962,0.753,0.465,0.058636334328408,"2","MYL6B"
"LARP4B",4.87219806924391e-06,0.265251876914979,0.593,0.308,0.0588025584977047,"2","LARP4B"
"MUS81",4.97352504633334e-06,0.257432372455679,0.889,0.539,0.0600254737841971,"2","MUS81"
"CCDC92",5.02940198176859e-06,0.276461532183171,0.568,0.286,0.0606998525179651,"2","CCDC92"
"TSPOAP1",5.05964126119934e-06,0.263983707285589,0.543,0.269,0.0610648103814149,"2","TSPOAP1"
"STMN21",5.21040950216712e-06,0.768139043404507,0.852,0.799,0.0628844322816549,"2","STMN2"
"SAP30L",5.3712802419129e-06,0.300747020677088,0.63,0.325,0.0648259812396468,"2","SAP30L"
"VWC2",5.55665272007051e-06,0.279327062126701,0.272,0.096,0.067063241678531,"2","VWC2"
"C1orf198",5.85920060893318e-06,0.253680406809295,0.494,0.231,0.0707146921492146,"2","C1orf198"
"PPP1CB",5.91353900857079e-06,0.281515948968821,0.975,0.884,0.0713705022944409,"2","PPP1CB"
"GNB1",5.98251259944781e-06,0.28195054974015,0.556,0.28,0.0722029445627356,"2","GNB1"
"PSMB5",6.01691749833303e-06,0.259050960830971,0.605,0.306,0.0726181772873813,"2","PSMB5"
"VEGFB",6.18699613940159e-06,0.328066839262046,0.901,0.69,0.0746708564064378,"2","VEGFB"
"MYCN",6.19011287437011e-06,0.327261539190403,0.679,0.362,0.0747084722807728,"2","MYCN"
"ZMIZ2",6.25241816179473e-06,0.300497313853741,0.889,0.806,0.0754604347947006,"2","ZMIZ2"
"NCKAP5L",6.47574355122978e-06,0.284571726044198,0.667,0.354,0.0781557489197922,"2","NCKAP5L"
"RUFY1",6.51499022103264e-06,0.263327233436304,0.728,0.395,0.0786294169776429,"2","RUFY1"
"ZNF384",6.56052463341057e-06,0.315320608243869,0.802,0.522,0.0791789718006322,"2","ZNF384"
"MAML1",6.69636360765577e-06,0.288375397771894,0.728,0.432,0.0808184123807974,"2","MAML1"
"STX21",6.70723201401485e-06,0.26192543902529,0.58,0.286,0.0809495831771453,"2","STX2"
"ADGRL2",6.73145997774827e-06,0.304746744852577,0.556,0.292,0.0812419904714439,"2","ADGRL2"
"FAAP20",7.05630031777775e-06,0.334493108421479,0.556,0.295,0.0851624885352596,"2","FAAP20"
"KMT2E",7.62740754388034e-06,0.346741919432745,0.877,0.744,0.0920551816470918,"2","KMT2E"
"SLC25A11",7.98588821733448e-06,0.294373245431539,0.852,0.649,0.0963816848950099,"2","SLC25A11"
"FAM20C",8.02919473478318e-06,0.299465366016521,0.58,0.299,0.0969043512540982,"2","FAM20C"
"ZNF483",8.13417047423636e-06,0.267214155520464,0.432,0.197,0.0981713034535587,"2","ZNF483"
"BSCL2",8.18432516824267e-06,0.266429394969972,0.37,0.157,0.0987766204555208,"2","BSCL2"
"DPYSL21",8.24934353074963e-06,0.379728959084539,0.926,0.817,0.0995613270726172,"2","DPYSL2"
"MEAF6",8.7064110569286e-06,0.282279404726647,0.889,0.731,0.105077675046071,"2","MEAF6"
"PCF11",8.84641754999228e-06,0.318491329562671,0.852,0.611,0.106767413410857,"2","PCF11"
"HNRNPA0",8.85360767374361e-06,0.259555186629131,1,1,0.106854191014412,"2","HNRNPA0"
"EFNA5",8.89214755502756e-06,0.318272755963148,0.531,0.258,0.107319328841628,"2","EFNA5"
"PLEKHH3",8.99442040069561e-06,0.280039529267797,0.531,0.26,0.108553659815995,"2","PLEKHH3"
"RNF8",9.02371634297344e-06,0.27456411610074,0.444,0.203,0.108907232543346,"2","RNF8"
"SHPRH",9.23747285166064e-06,0.28286741983195,0.617,0.317,0.111487059846692,"2","SHPRH"
"IRF2BPL",9.24477528508853e-06,0.287525786943193,0.531,0.262,0.111575192915733,"2","IRF2BPL"
"AMOTL2",9.37091118433794e-06,0.3825689108695,0.815,0.651,0.113097527083775,"2","AMOTL2"
"FKBP1B",9.59925181951904e-06,0.277457983269789,0.37,0.159,0.115853370209775,"2","FKBP1B"
"MYO6",9.61511476298548e-06,0.286191603424515,0.63,0.334,0.116044820074472,"2","MYO6"
"SF1",9.8383168601843e-06,0.272437514445881,0.889,0.688,0.118738646185564,"2","SF1"
"NUDT9",1.00071427478917e-05,0.257641443543776,0.519,0.26,0.120776205824305,"2","NUDT9"
"FAM200B",1.01195277046848e-05,0.284325424039811,0.753,0.424,0.122132579867841,"2","FAM200B"
"ANP32E",1.04614186915987e-05,0.263027354727929,0.605,0.312,0.126258862188905,"2","ANP32E"
"FBXW5",1.10114058894597e-05,0.269994338517553,0.543,0.273,0.132896657679889,"2","FBXW5"
"RNF44",1.1185704622989e-05,0.310372525485257,0.827,0.624,0.135000269094854,"2","RNF44"
"MAF1",1.14575775909246e-05,0.294389289727169,0.642,0.376,0.138281503944869,"2","MAF1"
"ACBD3",1.22015519376112e-05,0.25004017781658,0.691,0.367,0.14726053033503,"2","ACBD3"
"ADD21",1.22760730190109e-05,0.343294720563244,0.593,0.328,0.148159925266443,"2","ADD2"
"NEURL4",1.23833208171468e-05,0.250201230911627,0.494,0.238,0.149454298942144,"2","NEURL4"
"DEDD",1.24547611091292e-05,0.274940504060321,0.494,0.242,0.150316511826081,"2","DEDD"
"NSG2",1.28347737518087e-05,0.65627529463588,0.605,0.397,0.154902884410579,"2","NSG2"
"BASP1",1.31690991990783e-05,0.287588920955347,1,0.958,0.158937858233676,"2","BASP1"
"LSM7",1.33407889849894e-05,0.309339631193141,0.617,0.343,0.161009982259837,"2","LSM7"
"MAP7",1.34393004578979e-05,0.26101518384976,0.531,0.26,0.16219891722637,"2","MAP7"
"ARIH2",1.35063886508381e-05,0.253323144217934,0.605,0.312,0.163008604626965,"2","ARIH2"
"ERICH1",1.39439358217322e-05,0.258713558123173,0.556,0.28,0.168289361432486,"2","ERICH1"
"PLEKHB2",1.42936282499858e-05,0.296594402943462,0.79,0.515,0.172509799349078,"2","PLEKHB2"
"DHX40",1.45964715882955e-05,0.348914138733987,0.741,0.48,0.176164815599138,"2","DHX40"
"CSNK1G1",1.46928687243155e-05,0.270589090053513,0.346,0.148,0.177328232633764,"2","CSNK1G1"
"MIDN",1.48473061202749e-05,0.306132622795307,0.877,0.768,0.179192137565597,"2","MIDN"
"SOX21",1.56383278998824e-05,0.489692004085791,0.753,0.59,0.188738979423681,"2","SOX2"
"SMARCA2",1.70290179810759e-05,0.271134947683063,0.704,0.408,0.205523218013605,"2","SMARCA2"
"CCND2",1.77244453051959e-05,0.255111753434568,0.333,0.137,0.213916330388409,"2","CCND2"
"VARS",1.84275995950072e-05,0.328497252363072,0.506,0.256,0.222402699512142,"2","VARS"
"ADGRA2",1.87860694943734e-05,0.448567835412537,0.79,0.631,0.226729072727592,"2","ADGRA2"
"RCOR1",2.09839767717171e-05,0.28452855420187,0.642,0.351,0.253255615657854,"2","RCOR1"
"ASAP2",2.30080633548318e-05,0.307184746489467,0.889,0.683,0.277684316629465,"2","ASAP2"
"TRAPPC6B",2.37443797681843e-05,0.262829666595405,0.457,0.225,0.286570919422217,"2","TRAPPC6B"
"PRRC2C",2.54194323092125e-05,0.257750742762805,0.79,0.478,0.306787128539885,"2","PRRC2C"
"WNK2",2.54782336752389e-05,0.381790353921163,0.79,0.635,0.307496802226458,"2","WNK2"
"DAXX",2.61991768951552e-05,0.285197479623859,0.691,0.387,0.316197865947628,"2","DAXX"
"MYO10",2.89081062014454e-05,0.34729001968422,0.778,0.548,0.348891933745245,"2","MYO10"
"NFATC4",2.89949149936248e-05,0.316034283767149,0.593,0.327,0.349939629058057,"2","NFATC4"
"CAMKK2",2.90147715122666e-05,0.32014349584323,0.457,0.232,0.350179277381546,"2","CAMKK2"
"PTAR1",3.00937696163086e-05,0.385772282057918,0.778,0.568,0.363201705499228,"2","PTAR1"
"HBP1",3.01929816833169e-05,0.303245873280466,0.679,0.387,0.364399095935952,"2","HBP1"
"ZNF385A",3.32015419757566e-05,0.312371414142033,0.84,0.742,0.400709410105407,"2","ZNF385A"
"FUBP3",3.35370404646777e-05,0.262212236054204,0.58,0.304,0.404758541368195,"2","FUBP3"
"DDX24",3.37658709346988e-05,0.250445942139572,0.691,0.411,0.40752029631088,"2","DDX24"
"NCALD",3.54545326472005e-05,0.275392299269803,0.494,0.255,0.427900754519063,"2","NCALD"
"CTNNBIP1",3.5487916335292e-05,0.358497683052992,0.654,0.417,0.428303662250639,"2","CTNNBIP1"
"STARD3",3.57345151879049e-05,0.252783323231126,0.617,0.349,0.431279863802824,"2","STARD3"
"SHANK2",3.62666297465379e-05,0.256872211299005,0.506,0.255,0.437701954410965,"2","SHANK2"
"SGCB",3.63246553653721e-05,0.292756746997536,0.716,0.448,0.438402265604676,"2","SGCB"
"NRG1",3.64269708019084e-05,0.256872211299005,0.407,0.194,0.439637110608232,"2","NRG1"
"GNG2",3.84555285042065e-05,0.304046825614653,0.42,0.203,0.464119773517268,"2","GNG2"
"CORO2B",3.8763046433705e-05,0.251480502987699,0.395,0.185,0.467831207408386,"2","CORO2B"
"NDE1",3.89951327408934e-05,0.267740727744482,0.506,0.266,0.470632257049843,"2","NDE1"
"VPS52",4.03833782289747e-05,0.251728908023045,0.617,0.338,0.487386991845495,"2","VPS52"
"UNC5B",4.07470744354268e-05,0.251008506015247,0.309,0.127,0.491776441361166,"2","UNC5B"
"DCTD",4.23466776380513e-05,0.25960458908714,0.593,0.33,0.511082052413641,"2","DCTD"
"EFNB2",4.30034643436767e-05,0.390623600187832,0.975,0.906,0.519008811163834,"2","EFNB2"
"INTS11",4.33008907519557e-05,0.259216151767304,0.617,0.352,0.522598450485353,"2","INTS11"
"UBR5",4.34564358358484e-05,0.28705035996403,0.605,0.347,0.524475724102854,"2","UBR5"
"AMER2",4.36324165610024e-05,0.481515486995975,0.802,0.725,0.526599635474737,"2","AMER2"
"RAD52",4.38614087235361e-05,0.257332327724812,0.284,0.116,0.529363341884357,"2","RAD52"
"USP32",4.40306837049312e-05,0.252410129020086,0.877,0.579,0.531406321634814,"2","USP32"
"CAMK2N1",4.47713069116798e-05,0.261958430068969,0.951,0.823,0.540344903117064,"2","CAMK2N1"
"ATF7",4.71289390982251e-05,0.269994338517553,0.543,0.292,0.568799165976478,"2","ATF7"
"PHF24",4.75884180782802e-05,0.270024352457136,0.358,0.164,0.574344617786764,"2","PHF24"
"CCDC136",4.90002835951777e-05,0.288053866547285,0.58,0.328,0.591384422710199,"2","CCDC136"
"LRIG2",4.99822416511892e-05,0.268578477926228,0.506,0.262,0.603235674488202,"2","LRIG2"
"KIF5B",5.02871585666498e-05,0.259486435793216,0.889,0.716,0.606915716740896,"2","KIF5B"
"IER5L",5.19641247535932e-05,0.254459004646195,0.444,0.218,0.627155021651117,"2","IER5L"
"RAB5C",5.48786793982807e-05,0.260892729574688,0.58,0.328,0.66233078165785,"2","RAB5C"
"SRA1",5.54795824344039e-05,0.257235107802211,0.543,0.297,0.669583080400821,"2","SRA1"
"SNRPC",5.86266865815606e-05,0.286378482749829,0.79,0.561,0.707565480352855,"2","SNRPC"
"VPS53",5.87197075477435e-05,0.325895997166173,0.753,0.579,0.708688150393717,"2","VPS53"
"GPC21",6.38787036176337e-05,0.326624447088688,0.889,0.808,0.770952073961222,"2","GPC2"
"WDFY1",6.48343157989457e-05,0.36908171488503,0.778,0.572,0.782485357377476,"2","WDFY1"
"SMARCD1",7.06090744830599e-05,0.253909797443144,0.531,0.286,0.85218091993605,"2","SMARCD1"
"SNRPN",7.10076062892598e-05,0.265732188219234,0.765,0.493,0.856990800305076,"2","SNRPN"
"RNF157",7.48006857864147e-05,0.290039075234204,0.889,0.699,0.902769476756238,"2","RNF157"
"KIAA0556",7.72386811009566e-05,0.271507557667402,0.481,0.251,0.932193642207445,"2","KIAA0556"
"INA1",7.72786348142899e-05,0.521938582315028,0.593,0.382,0.932675843573664,"2","INA"
"TFAP2A",8.55482944632818e-05,0.311846486803715,0.333,0.151,1,"2","TFAP2A"
"POLR2G",8.64833910217053e-05,0.262306097349633,0.728,0.454,1,"2","POLR2G"
"EBF31",8.77786299377172e-05,0.580214790244118,0.333,0.157,1,"2","EBF3"
"PIK3R1",8.83585834854288e-05,0.377783314769569,0.79,0.685,1,"2","PIK3R1"
"PIP4P1",8.95652538427103e-05,0.280967886916468,0.469,0.256,1,"2","PIP4P1"
"VAT1",9.70122381888675e-05,0.286746379451689,0.877,0.751,1,"2","VAT1"
"KLHL7",9.9939270527403e-05,0.261797917255222,0.914,0.753,1,"2","KLHL7"
"CFDP1",0.000108065645777189,0.319969046624047,0.84,0.701,1,"2","CFDP1"
"GLIS2",0.000110396805409601,0.272136319952747,0.852,0.616,1,"2","GLIS2"
"WNT5A",0.000110421588148857,0.298250452531335,0.284,0.12,1,"2","WNT5A"
"SYNGAP1",0.000110999273488522,0.276431594850275,0.765,0.533,1,"2","SYNGAP1"
"SEPTIN4",0.000118982124115786,0.333101722352086,0.79,0.699,1,"2","SEPTIN4"
"APBB2",0.000119681327470771,0.270794587531374,0.321,0.144,1,"2","APBB2"
"ISL11",0.000119906476221961,0.322854437667622,0.407,0.196,1,"2","ISL1"
"CADM1",0.000120208305537097,0.435637700235195,0.84,0.815,1,"2","CADM1"
"TTL",0.00012724502750234,0.254633739103006,0.506,0.271,1,"2","TTL"
"YKT6",0.000127830313693998,0.396848220728461,0.753,0.605,1,"2","YKT6"
"RRAD",0.000134483610319716,0.492149307557747,0.568,0.347,1,"2","RRAD"
"PPP4R4",0.000141511629330866,0.303414797236035,0.432,0.227,1,"2","PPP4R4"
"TWSG1",0.000153298233196724,0.258842657825515,0.605,0.358,1,"2","TWSG1"
"KIF21B",0.000155019755040674,0.414179109867616,0.568,0.391,1,"2","KIF21B"
"ZIC2",0.000168087624586096,0.271215409297928,0.815,0.627,1,"2","ZIC2"
"PLPPR31",0.000181709533316878,0.289009170448146,0.914,0.849,1,"2","PLPPR3"
"FBXW4",0.000184181921029647,0.255096586409154,0.519,0.292,1,"2","FBXW4"
"MMD",0.000208558363183895,0.257968900854582,0.506,0.288,1,"2","MMD"
"TGIF1",0.000229419278174757,0.272965561875263,0.432,0.236,1,"2","TGIF1"
"RND3",0.000229873971716365,0.305312566356758,0.481,0.271,1,"2","RND3"
"TUBB2A1",0.000265890450688443,0.612897917882048,0.802,0.736,1,"2","TUBB2A"
"VLDLR",0.000276754424066667,0.296739594413507,0.531,0.323,1,"2","VLDLR"
"FSTL41",0.000303470469367481,0.288751976083806,0.37,0.186,1,"2","FSTL4"
"NABP2",0.00030415154522869,0.259151350858142,0.741,0.498,1,"2","NABP2"
"CASZ1",0.000355785981064667,0.299042695380674,0.765,0.554,1,"2","CASZ1"
"MAPK8IP3",0.000372790123326015,0.275707628259083,0.852,0.699,1,"2","MAPK8IP3"
"AGRN",0.000463116821557676,0.284141322820583,0.802,0.666,1,"2","AGRN"
"LHX2",0.000476423240641445,0.357939137469406,0.877,0.847,1,"2","LHX2"
"MCL1",0.000492864903615693,0.250122141208825,0.815,0.662,1,"2","MCL1"
"SOGA31",0.000524425998775996,0.34144998206937,0.827,0.71,1,"2","SOGA3"
"SLC26A7",0.00052850150716831,0.260039490377688,0.259,0.118,1,"2","SLC26A7"
"GOLIM4",0.000528861057702149,0.279748077987771,0.642,0.443,1,"2","GOLIM4"
"SOBP",0.00061962723830061,0.252160083949684,0.42,0.236,1,"2","SOBP"
"ISOC1",0.000744293042551804,0.576712972751272,0.864,0.871,1,"2","ISOC1"
"ARHGEF2",0.000748956714076151,0.259031934817442,0.765,0.587,1,"2","ARHGEF2"
"ABCA7",0.000791146347453762,0.309609520828366,0.642,0.524,1,"2","ABCA7"
"TPM2",0.000808383566957273,0.251494031572438,0.506,0.293,1,"2","TPM2"
"SBK1",0.000827079799417132,0.301285053461683,0.58,0.373,1,"2","SBK1"
"HOMER2",0.000877256165705525,0.357958336413319,0.667,0.465,1,"2","HOMER2"
"FBXW7",0.00105744087923959,0.305022028446784,0.568,0.378,1,"2","FBXW7"
"DPYSL31",0.0012007929929497,0.299640496904739,0.815,0.766,1,"2","DPYSL3"
"MAP6",0.00131799757053394,0.281038522429758,0.827,0.677,1,"2","MAP6"
"YBX3",0.00156652083729423,0.257931329203581,0.457,0.271,1,"2","YBX3"
"OLFM11",0.0026284350365029,0.749213714688777,0.716,0.723,1,"2","OLFM1"
"LGR4",0.00278682123122537,0.280236204364515,0.79,0.745,1,"2","LGR4"
"ZBTB18",0.00453260348367854,0.269522468078326,0.79,0.716,1,"2","ZBTB18"
"FTH1",0.00575158302111207,0.439607162444802,0.975,0.98,1,"2","FTH1"
"SNCA",0.00804080567548935,0.267337721538345,0.519,0.349,1,"2","SNCA"
"PXDN",0.0082751333279017,0.344361448704186,0.901,0.943,1,"2","PXDN"
"GJA1",8.14207899569068e-18,0.952300308211981,0.757,0.257,9.82667513989908e-14,"3","GJA1"
"PARM1",6.79646750950837e-16,1.0728574693563,0.729,0.273,8.20265663722565e-12,"3","PARM1"
"TTR",1.40431922287875e-15,2.6312787466216,0.4,0.085,1.69487287009236e-11,"3","TTR"
"VIM1",3.82532072053627e-14,0.700266228457675,1,1,4.61677957761523e-10,"3","VIM"
"IGFBP21",1.15548119223326e-13,0.955972656052098,1,0.953,1.39455025090632e-09,"3","IGFBP2"
"NDUFA4L21",5.56732641034942e-12,0.713919448043107,0.443,0.128,6.71920624465072e-08,"3","NDUFA4L2"
"DDIT41",7.61023299332984e-12,0.840901827921337,0.986,0.949,9.18479019964979e-08,"3","DDIT4"
"STC21",1.03219832377034e-11,0.910847315550859,0.929,0.722,1.24576015695843e-07,"3","STC2"
"SLC2A11",5.38833879556456e-11,0.429362545015988,1,0.978,6.50318609236687e-07,"3","SLC2A1"
"VEGFA1",1.15764038186657e-10,0.774429187998488,1,0.957,1.39715617687477e-06,"3","VEGFA"
"AQP1",6.57753953235297e-10,0.437940312211074,0.529,0.193,7.9384324615968e-06,"3","AQP1"
"PRDM16",1.24408065318081e-09,0.605191825723952,0.486,0.175,1.50148094032392e-05,"3","PRDM16"
"P3H21",1.32720602770254e-09,0.681153051811405,0.586,0.277,1.60180495483419e-05,"3","P3H2"
"OBSL11",1.01473931909316e-08,0.576361934037152,1,0.971,0.000122468888421353,"3","OBSL1"
"FGFR2",1.48752528317581e-08,0.760036043192582,0.486,0.19,0.000179529426426489,"3","FGFR2"
"PMEL",3.06852000358331e-08,0.326001535853761,0.5,0.201,0.00037033967923247,"3","PMEL"
"PDPN",5.50494997973416e-08,0.280832023105008,0.543,0.226,0.000664392413054116,"3","PDPN"
"PSAT1",7.52104815705989e-08,0.744663230025212,0.771,0.533,0.000907715302075558,"3","PSAT1"
"C11orf88",1.56495249911149e-07,0.278834391046872,0.1,0.009,0.00188874117117766,"3","C11orf88"
"CYP1B1",1.80413112874588e-07,0.557306552296302,0.971,0.711,0.0021774058592834,"3","CYP1B1"
"TPD52L1",2.34142023198587e-07,0.454000789103362,0.486,0.199,0.00282586007798375,"3","TPD52L1"
"PIFO",3.36461191306357e-07,0.343591926408535,0.186,0.04,0.00406075011787643,"3","PIFO"
"TRPM3",3.77701114249925e-07,0.541280061903759,0.743,0.564,0.00455847474788235,"3","TRPM3"
"CRYAB",8.5145298098577e-07,0.385877159846167,0.443,0.183,0.0102761860275173,"3","CRYAB"
"FTH11",1.39016351861558e-06,0.455216855943451,1,0.976,0.0167778835061714,"3","FTH1"
"PXDN1",1.43630374101476e-06,0.531686930607295,1,0.929,0.0173347498503072,"3","PXDN"
"NPC2",1.52739968333e-06,0.521464022981603,0.9,0.758,0.0184341867781098,"3","NPC2"
"PLOD1",1.83250150340992e-06,0.600584579697849,0.543,0.304,0.0221164606446544,"3","PLOD1"
"ITM2C",1.91510676588855e-06,0.344585795126263,1,0.987,0.0231134235575089,"3","ITM2C"
"LAPTM4A",2.08077224000273e-06,0.467279480459982,0.857,0.723,0.025112840164593,"3","LAPTM4A"
"CDO1",4.04576553328889e-06,0.543559801710593,0.457,0.222,0.0488283442212636,"3","CDO1"
"MYH8",4.12704048766574e-06,0.699074312157532,0.186,0.047,0.0498092516456378,"3","MYH8"
"NR2F11",6.1912171219977e-06,0.604602678599922,0.986,0.892,0.0747217994453902,"3","NR2F1"
"MFAP2",9.57993316149825e-06,0.403479961928936,0.8,0.582,0.115620213326122,"3","MFAP2"
"SDC2",1.31346012420336e-05,0.479945892296143,0.471,0.246,0.158521502390104,"3","SDC2"
"HSD17B2",1.40194471720988e-05,0.377429838562767,0.386,0.165,0.169200707920061,"3","HSD17B2"
"PHF101",1.7620369270139e-05,0.418694522886933,1,0.984,0.212660236721308,"3","PHF10"
"RELN1",1.96640613145387e-05,0.561119548346894,0.471,0.264,0.237325556005168,"3","RELN"
"BHLHE401",5.04021245512574e-05,0.424276040363663,0.614,0.383,0.608303241209126,"3","BHLHE40"
"HSPA5",5.90349778098625e-05,0.520548620319673,0.457,0.271,0.712493147187231,"3","HSPA5"
"CASP71",6.54032503755354e-05,0.492467812550816,0.357,0.174,0.789351828782336,"3","CASP7"
"MFAP4",8.03200966186425e-05,0.35621542754222,0.529,0.291,0.969383246090396,"3","MFAP4"
"ITM2B",0.000106265831674543,0.369306893758651,1,0.868,1,"3","ITM2B"
"ACKR31",0.000155225652826512,0.270573702787184,0.271,0.11,1,"3","ACKR3"
"SLC16A1",0.00018137276080184,0.406805621433667,0.971,0.893,1,"3","SLC16A1"
"P4HA11",0.000213612537926757,0.46073663459321,0.843,0.709,1,"3","P4HA1"
"HSP90AB11",0.000277808622753043,0.331088094172838,1,0.969,1,"3","HSP90AB1"
"DLK11",0.000289124357025545,0.303132200159488,0.343,0.166,1,"3","DLK1"
"APLP2",0.000292906159427358,0.385868746477332,0.971,0.922,1,"3","APLP2"
"TNIP11",0.000313915551984077,0.29735447901767,0.971,0.821,1,"3","TNIP1"
"COL9A2",0.000333026239207577,0.404032221812604,0.371,0.195,1,"3","COL9A2"
"WDR45B1",0.000366481599333139,0.535379460464075,0.829,0.712,1,"3","WDR45B"
"ITGAV",0.000444959922619127,0.519338351768256,0.486,0.302,1,"3","ITGAV"
"SYT17",0.000467447494017538,0.321928094887362,0.257,0.116,1,"3","SYT17"
"RACK11",0.000591209617376122,0.31038115931391,0.986,0.895,1,"3","RACK1"
"CALU",0.000595013001020222,0.281934045878854,0.9,0.725,1,"3","CALU"
"MICOS10",0.000611918789447281,0.324878907653196,0.943,0.796,1,"3","MICOS10"
"AKAP121",0.000727060736290238,0.564897951016606,0.957,0.814,1,"3","AKAP12"
"NDRG11",0.000729199496291198,0.538654061508796,0.329,0.179,1,"3","NDRG1"
"CTSB",0.000757172616222854,0.348153192592596,0.986,0.881,1,"3","CTSB"
"GPX4",0.000825600476382113,0.310763421323218,0.971,0.821,1,"3","GPX4"
"FOXI31",0.00104465761125161,0.484465991276658,0.357,0.21,1,"3","FOXI3"
"ARPP19",0.00107862256178153,0.298696521012947,0.943,0.823,1,"3","ARPP19"
"LAYN",0.00109688812876105,0.319907213076805,0.4,0.233,1,"3","LAYN"
"ASAP21",0.00113628857768915,0.276747789480087,0.871,0.689,1,"3","ASAP2"
"ATP1A21",0.00122864003757747,0.274899628189974,0.329,0.17,1,"3","ATP1A2"
"CUTA1",0.00175083014075645,0.267662317212138,0.986,0.859,1,"3","CUTA"
"ATP6V0E1",0.00184574719724129,0.373043410614217,0.414,0.271,1,"3","ATP6V0E1"
"LCNL11",0.00198739878028909,0.265131564397707,0.357,0.197,1,"3","LCNL1"
"YKT61",0.00210278630603975,0.394361326257846,0.757,0.608,1,"3","YKT6"
"COLGALT2",0.00222541686796234,0.339678253145012,0.243,0.125,1,"3","COLGALT2"
"ENO11",0.00262917337972594,0.305129004122456,0.971,0.875,1,"3","ENO1"
"SCD2",0.00302308413821002,0.259502596427803,0.971,0.897,1,"3","SCD"
"EID1",0.00342473616116592,0.276883276668134,1,0.984,1,"3","EID1"
"PAM",0.00458063722701795,0.403068727497709,0.5,0.387,1,"3","PAM"
"PHPT11",0.00481112623872678,0.258456757667612,0.943,0.881,1,"3","PHPT1"
"IGF1R1",0.00490197476323536,0.339174654712297,0.914,0.859,1,"3","IGF1R"
"PODXL1",0.00517415032077401,0.331826696274809,0.3,0.175,1,"3","PODXL"
"CTNNAL1",0.00563910848356764,0.281412935148649,0.571,0.488,1,"3","CTNNAL1"
"GPC61",0.00569906704709867,0.527821022395033,0.371,0.255,1,"3","GPC6"
"SHC1",0.00598020917970006,0.375884294448282,0.371,0.264,1,"3","SHC1"
"BRD3OS",0.00683789029940538,0.340747074531051,0.843,0.778,1,"3","BRD3OS"
"MGAT4B",0.00962988493844276,0.314896780371277,0.671,0.586,1,"3","MGAT4B"
"NR2E3",5.08849431123428e-46,1.10848658123855,0.537,0.029,6.14130378422865e-42,"4","NR2E3"
"GNGT21",1.84693989012261e-44,1.97606478317619,0.925,0.189,2.22907175338898e-40,"4","GNGT2"
"CCDC60",5.01801636509684e-40,0.738155356609448,0.582,0.05,6.05624395103538e-36,"4","CCDC60"
"NRL",9.75833734643616e-39,1.98690161954083,0.672,0.092,1.17773373434138e-34,"4","NRL"
"GNAT1",9.47653751599626e-38,0.962249333484828,0.463,0.029,1.14372331280559e-33,"4","GNAT1"
"PGRMC21",1.73565768475214e-35,1.46273270815856,1,0.987,2.09476525972736e-31,"4","PGRMC2"
"RRAD1",1.45290840995085e-34,1.68361807260002,0.955,0.306,1.75351515996968e-30,"4","RRAD"
"SLC6A17",6.1146399929278e-34,0.986450656543226,0.433,0.029,7.37975900746456e-30,"4","SLC6A17"
"FABP71",1.8102842382638e-33,1.32915488925504,0.925,0.237,2.18483204716059e-29,"4","FABP7"
"FLT1",3.20259165666678e-33,0.74320211715681,0.493,0.045,3.86520787043114e-29,"4","FLT1"
"RHBDL3",7.7388509339597e-33,1.04861488937926,0.776,0.162,9.34001919219596e-29,"4","RHBDL3"
